Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Multiple Sclerosis	C0026769	RLFP1	57008		rearranged L-myc fusion pseudogene 1		10	0.769	0.423		0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	CD177	57126	Q8N6Q3	CD177 molecule		75	0.595	0.654		0.01		1.0	1	0	1996	1996
Multiple Sclerosis	C0026769	RTN4	57142	Q9NQC3	reticulon 4		71	0.621	0.692	0.45318	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	PSMD10	5716	O75832	proteasome 26S subunit, non-ATPase 10		116	0.552	0.808	0.50136	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	PSMD12	5718	O00232	proteasome 26S subunit, non-ATPase 12	Enzyme modulator	105	0.578	0.808	0.99984	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	ADGRG6	57211	Q86SQ4	adhesion G protein-coupled receptor G6	G-protein coupled receptor	65	0.666	0.385	6.6088e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	CEMIP	57214	Q8WUJ3	cell migration inducing hyaluronidase 1		64	0.617	0.615	4.4023e-17	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	PTAFR	5724	P25105	platelet activating factor receptor	G-protein coupled receptor	96	0.575	0.731	0.24232	0.01		1.0	1	1	2005	2005
Multiple Sclerosis	C0026769	KIR2DL5A	57292	Q8N109	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A	Receptor	21	0.711	0.423		0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	PTGER4	5734	P35408	prostaglandin E receptor 4	G-protein coupled receptor	120	0.558	0.731	0.9755	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	ABHD6	57406	Q9BV23	abhydrolase domain containing 6	Enzyme	24	0.751	0.385	2.2313e-05	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR409	574413		microRNA 409		88	0.57	0.731		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	NDRG2	57447	Q9UN36	NDRG family member 2	Enzyme	156	0.518	0.692	2.2044e-05	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	MIR524	574478		microRNA 524		23	0.722	0.231		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	MIR499A	574501		microRNA 499a		156	0.519	0.846		0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	ERMN	57471	Q8TAM6	ermin		4	0.861	0.115	1.1805e-05	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	AHRR	57491	A9YTQ3	aryl-hydrocarbon receptor repressor	Transcription factor	49	0.666	0.577	0.00018111	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MAVS	57506	Q7Z434	mitochondrial antiviral signaling protein		82	0.585	0.692	6.7045e-07	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	ZFAT	57623	Q9P243	zinc finger and AT-hook domain containing	Transcription factor	23	0.769	0.423	1.275e-08	0.01		1.0	1	1	2016	2016
Multiple Sclerosis	C0026769	EP400	57634	Q96L91	E1A binding protein p400		22	0.751	0.385	1.0	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PTN	5764	P21246	pleiotrophin	Signaling	164	0.515	0.808	0.0075073	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	PTPN4	5775	P29074	protein tyrosine phosphatase non-receptor type 4		54	0.633	0.538	0.99663	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	PTPN11	5781	Q06124	protein tyrosine phosphatase non-receptor type 11		702	0.385	0.923	0.99998	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	HAMP	57817	P81172	hepcidin antimicrobial peptide		377	0.433	0.846	0.0081797	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	PTPRCAP	5790	Q14761	protein tyrosine phosphatase receptor type C associated protein		4	0.89	0.154	0.54001	0.01		1.0	1	0	2004	2004
Multiple Sclerosis	C0026769	PTPRM	5797	P28827	protein tyrosine phosphatase receptor type M	Enzyme	17	0.821	0.192	0.99998	0.01		0.0	1	1	2012	2012
Multiple Sclerosis	C0026769	PTPRN	5798	Q16849	protein tyrosine phosphatase receptor type N		23	0.736	0.346	7.9561e-07	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	PTX3	5806	P26022	pentraxin 3		296	0.457	0.808	6.9827e-05	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	BAX	581	Q07812	BCL2 associated X, apoptosis regulator	Signaling	420	0.417	0.885	0.31746	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	PVALB	5816	P20472	parvalbumin	Calcium-binding protein	148	0.547	0.692	0.086602	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	PVR	5817	P15151	PVR cell adhesion molecule		177	0.51	0.769	3.922e-10	0.01		0.0	1	1	2004	2004
Multiple Sclerosis	C0026769	NLRC4	58484	Q9NPP4	NLR family CARD domain containing 4		145	0.556	0.769	9.8714e-12	0.01		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	RABGGTA	5875	Q92696	Rab geranylgeranyltransferase subunit alpha	Enzyme	3	0.89	0.269	1.7504e-10	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	RABGGTB	5876	P53611	Rab geranylgeranyltransferase subunit beta	Enzyme	1	1.0	0.077	0.007867	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	RAC2	5880	P15153	Rac family small GTPase 2	Enzyme modulator	119	0.556	0.731	0.96627	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	RAF1	5894	P04049	Raf-1 proto-oncogene, serine/threonine kinase	Kinase	470	0.418	0.885	0.85295	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	RAP1A	5906	P62834	RAP1A, member of RAS oncogene family	Enzyme modulator	215	0.502	0.808	0.62227	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	PLAAT4	5920	Q9UL19	phospholipase A and acyltransferase 4		190	0.5	0.808	1.2234e-07	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	ACE2	59272	Q9BYF1	angiotensin I converting enzyme 2	Enzyme	253	0.477	0.769	0.99769	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	HRH4	59340	Q9H3N8	histamine receptor H4	G-protein coupled receptor	48	0.659	0.462	5.2213e-08	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	REL	5966	Q04864	REL proto-oncogene, NF-kB subunit	Transcription factor	90	0.579	0.692	0.99836	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	REG1A	5967	P05451	regenerating family member 1 alpha		264	0.467	0.846	1.3499e-05	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	RELB	5971	Q01201	RELB proto-oncogene, NF-kB subunit	Transcription factor	72	0.597	0.731	0.994	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	REN	5972	P00797	renin	Enzyme	721	0.37	0.923	2.4297e-07	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	RFX1	5989	P22670	regulatory factor X1	Transcription factor	47	0.636	0.538	0.99724	0.01		1.0	1	0	2001	2001
Multiple Sclerosis	C0026769	ACTB	60	P60709	actin beta	Cellular structure	1110	0.325	0.923	0.98564	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	BCL3	602	P20749	BCL3 transcription coactivator		136	0.541	0.731	0.98871	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	RNASE2	6036	P10153	ribonuclease A family member 2		61	0.621	0.692		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	RNF6	6049	Q9Y252	ring finger protein 6		46	0.656	0.615	0.01389	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TNFRSF17	608	Q02223	TNF receptor superfamily member 17	Receptor	81	0.588	0.692	1.3715e-06	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	OPN1SW	611	P03999	opsin 1, short wave sensitive	G-protein coupled receptor	164	0.519	0.769	0.021134	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	RPA1	6117	P27694	replication protein A1	Nucleic acid binding	59	0.619	0.692	0.08777	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	BCR	613	P11274	BCR activator of RhoGEF and GTPase	Enzyme modulator	392	0.431	0.885	0.98761	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	RPS4X	6191	P62701	ribosomal protein S4 X-linked	Nucleic acid binding	28	0.711	0.5	0.93222	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	RPS6	6194	P62753	ribosomal protein S6	Nucleic acid binding	117	0.547	0.692	0.9759	0.01		1.0	1	0	2014	2014
Multiple Sclerosis	C0026769	MIR455	619556		microRNA 455		92	0.559	0.769		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SORT1	6272	Q99523	sortilin 1	Transporter	111	0.573	0.615	0.99987	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	S100A8	6279	P05109	S100 calcium binding protein A8	Calcium-binding protein	369	0.43	0.962	0.13761	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	S100A9	6280	P06702	S100 calcium binding protein A9	Calcium-binding protein	363	0.433	0.885	0.4777	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	S100A12	6283	P80511	S100 calcium binding protein A12	Calcium-binding protein	221	0.488	0.846	0.48234	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	SALL1	6299	Q9NSC2	spalt like transcription factor 1	Transcription factor	156	0.539	0.808	0.99971	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SARS1	6301	P49591	seryl-tRNA synthetase 1	Enzyme	137	0.558	0.769	0.99925	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	ATXN7	6314	O15265	ataxin 7		162	0.581	0.654	0.9595	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	ATXN8OS	6315	P0DMR3	ATXN8 opposite strand lncRNA		91	0.65	0.423		0.01		0.0	1	0	2013	2013
Multiple Sclerosis	C0026769	BGLAP	632	P02818	bone gamma-carboxyglutamate protein		274	0.462	0.846	4.6155e-08	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	CLEC11A	6320	Q9Y240	C-type lectin domain containing 11A	Extracellular structure	56	0.633	0.577	0.00038003	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	SCN8A	6334	Q9UQD0	sodium voltage-gated channel alpha subunit 8	Ion channel	302	0.51	0.731	1.0	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	SCN10A	6336	Q9Y5Y9	sodium voltage-gated channel alpha subunit 10	Ion channel	147	0.566	0.692	9.9457e-38	0.01		1.0	1	2	2016	2016
Multiple Sclerosis	C0026769	CEACAM1	634	P13688	CEA cell adhesion molecule 1		167	0.525	0.731	0.00078816	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	CCL4	6351	P13236;Q8NHW4	C-C motif chemokine ligand 4	Signaling	276	0.466	0.923	0.24134	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	CCL8	6355	P80075	C-C motif chemokine ligand 8	Signaling	115	0.546	0.692	0.041412	0.01		0.0	1	0	2008	2008
Multiple Sclerosis	C0026769	CCL11	6356	P51671	C-C motif chemokine ligand 11	Signaling	250	0.473	0.885	0.010211	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	CCL13	6357	Q99616	C-C motif chemokine ligand 13	Signaling	50	0.628	0.692	0.040987	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	CCL15	6359	Q16663	C-C motif chemokine ligand 15	Signaling	38	0.67	0.615	0.3333	0.01		1.0	1	0	2005	2005
Multiple Sclerosis	C0026769	CCL17	6361	Q92583	C-C motif chemokine ligand 17	Signaling	162	0.518	0.808	0.00013932	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	CCL18	6362	P55774	C-C motif chemokine ligand 18	Signaling	200	0.489	0.846	0.0091743	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	CCL19	6363	Q99731	C-C motif chemokine ligand 19	Signaling	126	0.542	0.692	0.31691	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	CXCL11	6373	O14625	C-X-C motif chemokine ligand 11	Signaling	164	0.519	0.808	0.31408	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	CXCL5	6374	P42830	C-X-C motif chemokine ligand 5	Signaling	160	0.519	0.769	5.0431e-06	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	BLK	640	P51451	BLK proto-oncogene, Src family tyrosine kinase	Kinase	86	0.585	0.769	8.348e-14	0.01		1.0	1	1	2011	2011
Multiple Sclerosis	C0026769	SELP	6403	P16109	selectin P		293	0.46	0.769	5.0448e-32	0.01		1.0	1	1	2006	2006
Multiple Sclerosis	C0026769	CRLF2	64109	Q9HC73	cytokine receptor like factor 2	Signaling	61	0.615	0.538	3.3104e-07	0.01		0.0	1	0	2011	2011
Multiple Sclerosis	C0026769	NOD2	64127	Q9HC29	nucleotide binding oligomerization domain containing 2	Enzyme	434	0.423	0.923	1.9834e-30	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	ABCG4	64137	Q9H172	ATP binding cassette subfamily G member 4	Transporter	19	0.751	0.346	3.8043e-07	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	POTEM	641455	A6NI47	POTE ankyrin domain family member M		133	0.541	0.769	0.00031637	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	ROBO3	64221	Q96MS0	roundabout guidance receptor 3	Receptor	154	0.52	0.808	1.9977e-15	0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	SRSF1	6426	Q07955	serine and arginine rich splicing factor 1	Nucleic acid binding	98	0.563	0.692	0.98268	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	SGCG	6445	Q13326	sarcoglycan gamma	Cellular structure	93	0.621	0.615	4.821e-05	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	CSMD1	64478	Q96PZ7	CUB and Sushi multiple domains 1		90	0.61	0.5	1.0	0.01		1.0	1	2	2011	2011
Multiple Sclerosis	C0026769	SH3GL2	6456	Q99962	SH3 domain containing GRB2 like 2, endophilin A1		37	0.659	0.5	0.00011862	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	SHH	6469	Q15465	sonic hedgehog signaling molecule		303	0.461	0.846	0.98258	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	SHMT1	6470	P34896	serine hydroxymethyltransferase 1	Enzyme	106	0.566	0.654	1.275e-14	0.01		0.0	1	1	2019	2019
Multiple Sclerosis	C0026769	IL25	64806	Q9H293	interleukin 25		139	0.529	0.846	0.00092347	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	BMP1	649	P13497	bone morphogenetic protein 1		121	0.554	0.769	0.00088564	0.01		1.0	1	0	1992	1992
Multiple Sclerosis	C0026769	BMP2	650	P12643	bone morphogenetic protein 2	Signaling	428	0.432	0.846	0.98799	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	PINK1	65018	Q9BXM7	PTEN induced kinase 1	Kinase	209	0.516	0.769	1.8749e-10	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	SLC1A2	6506	P43004	solute carrier family 1 member 2	Transporter	208	0.511	0.731	0.71036	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	SLC1A3	6507	P43003	solute carrier family 1 member 3	Transporter	109	0.573	0.577	0.98914	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	SLC1A4	6509	P43007	solute carrier family 1 member 4	Transporter	40	0.7	0.385	0.06559	0.01		1.0	1	0	2011	2011
Multiple Sclerosis	C0026769	BMP5	653	P22003	bone morphogenetic protein 5	Signaling	43	0.653	0.577	0.00090084	0.01		1.0	1	0	1995	1995
Multiple Sclerosis	C0026769	SLC6A4	6532	P31645	solute carrier family 6 member 4	Transporter	440	0.429	0.808	0.24602	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SLC16A2	6567	P36021	solute carrier family 16 member 2	Transporter	108	0.592	0.577	0.98828	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	BMPR2	659	Q13873	bone morphogenetic protein receptor type 2	Kinase	146	0.538	0.654	0.99998	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SIGLEC1	6614	Q9BZZ2	sialic acid binding Ig like lectin 1		75	0.597	0.654	5.3298e-46	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	SNCA	6622	P37840	synuclein alpha	Transporter	449	0.427	0.885	0.8829	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	FSCN1	6624	Q16658	fascin actin-bundling protein 1	Cellular structure	175	0.504	0.731	0.86852	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SOD2	6648	P04179	superoxide dismutase 2	Enzyme	668	0.379	0.923	0.15499	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	SORL1	6653	Q92673	sortilin related receptor 1	Transporter	103	0.582	0.692	7.6609e-11	0.01		1.0	1	0	2009	2009
Multiple Sclerosis	C0026769	SOX2	6657	P48431	SRY-box transcription factor 2	Transcription factor	503	0.405	0.808	0.70662	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	SP1	6667	P08047	Sp1 transcription factor	Nucleic acid binding	209	0.493	0.769	0.99997	0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	DST	667	Q03001	dystonin	Cellular structure	147	0.552	0.846	1.0	0.01		1.0	1	0	2005	2005
Multiple Sclerosis	C0026769	SPAST	6683	Q9UBP0	spastin	Cellular structure	138	0.579	0.577	0.99939	0.01		1.0	1	0	2001	2001
Multiple Sclerosis	C0026769	BRCA1	672	P38398	BRCA1 DNA repair associated	Enzyme	747	0.367	0.923	9.2157e-29	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	STAT5A	6776	P42229	signal transducer and activator of transcription 5A	Nucleic acid binding	318	0.445	0.808	0.99994	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	STAT5B	6777	P51692	signal transducer and activator of transcription 5B	Nucleic acid binding	357	0.442	0.808	0.99988	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	STX1A	6804	Q16623	syntaxin 1A	Transporter	74	0.621	0.654	0.9785	0.01		1.0	1	1	2019	2019
Multiple Sclerosis	C0026769	BSG	682	P35613	basigin (Ok blood group)		287	0.458	0.769	2.5873e-05	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	ABCC8	6833	Q09428	ATP binding cassette subfamily C member 8	Transporter	317	0.474	0.846	7.9571e-24	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	BST2	684	Q10589	bone marrow stromal cell antigen 2		95	0.57	0.769	0.00042516	0.01		0.0	1	0	2013	2013
Multiple Sclerosis	C0026769	VAMP2	6844	P63027	vesicle associated membrane protein 2		47	0.65	0.462	0.88736	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	SYN1	6853	P17600	synapsin I	Cellular structure	80	0.597	0.462	0.99216	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TAC3	6866	Q9UHF0	tachykinin precursor 3		78	0.604	0.731	0.01165	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	MAP3K7	6885	O43318	mitogen-activated protein kinase kinase kinase 7	Kinase	273	0.477	0.808	0.99971	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR572	693157		microRNA 572		20	0.716	0.423		0.01		1.0	1	0	2015	2015
Multiple Sclerosis	C0026769	MIR590	693175		microRNA 590		99	0.553	0.692		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR633	693218		microRNA 633		12	0.769	0.346		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	MIR645	693230		microRNA 645		21	0.729	0.346		0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	MIR648	693233		microRNA 648		5	0.839	0.192		0.01		1.0	1	0	2012	2012
Multiple Sclerosis	C0026769	ZEB1	6935	P37275	zinc finger E-box binding homeobox 1	Transcription factor	310	0.442	0.808	0.96665	0.01		1.0	1	0	2010	2010
Multiple Sclerosis	C0026769	BTG1	694	P62324	BTG anti-proliferation factor 1		98	0.564	0.692	0.53641	0.01		1.0	1	2	2009	2009
Multiple Sclerosis	C0026769	BTK	695	Q06187	Bruton tyrosine kinase	Kinase	290	0.464	0.808	0.99996	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	TRA	6955	P0DSE1	T cell receptor alpha locus		51	0.628	0.577		0.01		1.0	1	0	1994	1994
Multiple Sclerosis	C0026769	TRB	6957	P0DSE2	T cell receptor beta locus		49	0.636	0.538		0.01		1.0	1	0	1995	1995
Multiple Sclerosis	C0026769	TDO2	6999	P48775	tryptophan 2,3-dioxygenase	Enzyme	89	0.599	0.654	2.0378e-10	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	PRDX2	7001	P32119	peroxiredoxin 2	Enzyme	243	0.474	0.885	0.086513	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	BUB1B	701	O60566	BUB1 mitotic checkpoint serine/threonine kinase B	Kinase	231	0.502	0.808	6.998e-10	0.01		1.0	1	0	2002	2002
Multiple Sclerosis	C0026769	TERC	7012		telomerase RNA component		296	0.471	0.846		0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	TFPI	7035	P10646	tissue factor pathway inhibitor	Enzyme modulator	230	0.486	0.808	0.2477	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TGFA	7039	P01135	transforming growth factor alpha	Signaling	376	0.432	0.885	0.71981	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TGFB2	7042	P61812	transforming growth factor beta 2	Signaling	389	0.433	0.885	0.99905	0.01		1.0	1	0	2007	2007
Multiple Sclerosis	C0026769	TGFB3	7043	P10600	transforming growth factor beta 3	Signaling	230	0.498	0.808	0.98727	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	TGFBR1	7046	P36897	transforming growth factor beta receptor 1	Kinase	347	0.451	0.885	0.85379	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TIMP3	7078	P35625	TIMP metallopeptidase inhibitor 3	Enzyme modulator	325	0.445	0.923	0.63037	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	TKT	7086	P29401	transketolase	Enzyme	92	0.595	0.769	0.006748	0.01		1.0	1	0	2008	2008
Multiple Sclerosis	C0026769	ICAM5	7087	Q9UMF0	intercellular adhesion molecule 5		29	0.716	0.346	0.002139	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	TLN1	7094	Q9Y490	talin 1		48	0.641	0.615	1.0	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TLR1	7096	Q15399	toll like receptor 1		198	0.496	0.808	5.8704e-23	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	ACTG1	71	P63261	actin gamma 1	Cellular structure	291	0.477	0.846	0.0047837	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TSPAN4	7106	O14817	tetraspanin 4		15	0.743	0.269	6.4243e-08	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	C1QA	712	P02745	complement C1q A chain		88	0.623	0.654	0.0038204	0.01		1.0	1	0	2016	2016
Multiple Sclerosis	C0026769	TP53BP1	7158	Q12888	tumor protein p53 binding protein 1	Epigenetic regulator	158	0.52	0.731	0.99985	0.01		0.0	1	0	2016	2016
Multiple Sclerosis	C0026769	TP73	7161	O15350	tumor protein p73	Transcription factor	300	0.449	0.808	0.99696	0.01		1.0	1	0	1999	1999
Multiple Sclerosis	C0026769	TPI1	7167	P60174	triosephosphate isomerase 1	Enzyme	184	0.517	0.846	0.030193	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	TPMT	7172	P51580	thiopurine S-methyltransferase		83	0.593	0.692	7.1064e-06	0.01		1.0	1	0	2006	2006
Multiple Sclerosis	C0026769	TPP2	7174	P29144	tripeptidyl peptidase 2	Enzyme	30	0.729	0.462	0.99912	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	TPSAB1	7177	P20231;Q15661	tryptase alpha/beta 1	Enzyme	23	0.722	0.5	1.2733e-13	0.01		1.0	1	0	2003	2003
Multiple Sclerosis	C0026769	TRAF2	7186	Q12933	TNF receptor associated factor 2	Signaling	111	0.546	0.769	0.99979	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	C3AR1	719	Q16581	complement C3a receptor 1	G-protein coupled receptor	73	0.601	0.731	3.3053e-09	0.01		1.0	1	0	1998	1998
Multiple Sclerosis	C0026769	ACTG2	72	P63267	actin gamma 2, smooth muscle	Cellular structure	205	0.505	0.808	0.071036	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TRPM2	7226	O94759	transient receptor potential cation channel subfamily M member 2	Ion channel	133	0.546	0.731	8.9633e-44	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TSTA3	7264	Q13630	tissue specific transplantation antigen P35B	Enzyme	12	0.792	0.231	1.6808e-07	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	TUBA4A	7277	P68366	tubulin alpha 4a	Cellular structure	20	0.751	0.269	0.15983	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	TXN	7295	P10599	thioredoxin		338	0.447	0.885	0.20119	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	TXNRD1	7296	Q16881	thioredoxin reductase 1	Enzyme	136	0.529	0.692	1.6062e-06	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	TYR	7299	P14679	tyrosinase	Enzyme	281	0.473	0.808	4.9861e-32	0.01		1.0	1	0	2004	2004
Multiple Sclerosis	C0026769	TYROBP	7305	O43914	transmembrane immune signaling adaptor TYROBP		135	0.573	0.769	0.20238	0.01		1.0	1	0	2019	2019
Multiple Sclerosis	C0026769	UBC	7316	P0CG48	ubiquitin C	Nucleic acid binding	78	0.597	0.692	0.14161	0.01		1.0	1	0	2013	2013
Multiple Sclerosis	C0026769	UBTF	7343	P17480	upstream binding transcription factor		44	0.705	0.462	1.0	0.01		1.0	1	0	2018	2018
Multiple Sclerosis	C0026769	VPS51	738	Q9UID3	VPS51 subunit of GARP complex		292	0.452	0.846	1.052e-08	0.01		1.0	1	0	2017	2017
Multiple Sclerosis	C0026769	UQCRFS1	7386	P47985	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1		109	0.558	0.654	0.18923	0.01		1.0	1	0	2013	2013
